,fold
6458,3673439
6459,1115190
6460,3429940
6461,2491089
6462,5964002
6463,1134453
6464,1041435
6465,5678318
6466,4619555
6467,5935527
6468,4337399
6469,1728526
6470,3149778
6471,2621950
6472,1282102
6473,5347491
6474,5160068
6475,5934645
6476,4106111
6477,5946751
6478,1470565
6479,1166493
6480,1094727
6481,2925251
6482,3712028
6483,3681099
6484,5278612
6485,3303824
6486,5676224
6487,1605824
6488,1108448
6489,2117874
6490,2103076
6491,2405306
6492,2381444
6493,2010241
6494,3285611
6495,2536182
6496,3550067
6497,1060591
6498,5512165
6499,1860565
6500,3804084
6501,1710458
6502,4735043
6503,3551498
6504,1582512
6505,1495407
6506,3081274
6507,4241297
6508,4342727
6509,4364849
6510,1984740
6511,1377491
6512,5001549
6513,5662704
6514,2368590
6515,4484411
6516,4087083
6517,1033738
6518,5942489
6519,5802897
6520,1463401
6521,2395971
6522,3435066
6523,3707673
6524,4858715
6525,5681374
6526,1472777
6527,5541279
6528,2000265
6529,1905905
6530,4605962
6531,1161370
6532,1499810
6533,1124290
6534,5647121
6535,3716343
6536,3814309
6537,5001617
6538,4503645
6539,1108952
6540,2789908
6541,1344894
6542,3980182
6543,5123330
6544,2903762
6545,4889413
6546,1926804
6547,2252463
6548,1936016
6549,2493579
6550,2142612
6551,5255570
6552,5533498
6553,1176373
6554,1052508
6555,4995077
6556,4340769
6557,3031330
6558,1469481
6559,2294484
6560,5138762
6561,5534187
6562,2110861
6563,4624695
6564,4036972
6565,1877455
6566,1030087
6567,3704889
6568,4949145
6569,2267093
6570,5254245
6571,4113258
6572,3065045
6573,2590265
6574,4745912
6575,1319498
6576,1303320
6577,3294609
6578,1087228
6579,1025436
6580,5773792
6581,3448648
6582,5255658
6583,2399679
6584,5117837
6585,5527543
6586,5118700
6587,5150569
6588,5782577
6589,2768074
6590,5510576
6591,3307120
6592,1726572
6593,2644520
6594,1316111
6595,2383145
6596,5928874
6597,2143153
6598,1479854
6599,2007122
6600,2146696
6601,1069480
6602,5945647
6603,4888315
6604,3644076
6605,2360937
6606,2664058
6607,2124611
6608,1578498
6609,5661601
6610,4623337
6611,3573288
6612,5006066
6613,3837993
6614,3036324
6615,3982057
6616,1324748
6617,4589524
6618,3903830
6619,5935287
6620,1535644
6621,4724461
6622,5264996
6623,3173597
6624,4867582
6625,2655226
6626,1807353
6627,2105409
6628,5941811
6629,1594217
6630,1582711
6631,3315125
6632,4345623
6633,4326075
6634,5119393
6635,1160835
6636,1981213
6637,4879558
6638,1740580
6639,1799965
6640,1609452
6641,2130750
6642,5999334
6643,1957407
6644,3810177
6645,4472476
6646,3148425
6647,3247941
6648,4729854
6649,3344963
6650,2238711
6651,1610960
6652,1737486
6653,2903827
6654,1039667
6655,5216962
6656,2651132
6657,1977819
6658,3825691
6659,2036247
6660,1511184
6661,4865491
6662,2529174
6663,5914664
6664,2405541
6665,3149494
6666,1506240
6667,1842023
6668,4990485
6669,4200571
6670,1494978
6671,4348298
6672,3820785
6673,4077395
6674,4327073
6675,4463257
6676,1205212
6677,5284936
6678,1597593
6679,2122876
6680,5029980
6681,4556911
6682,1057581
6683,4855214
6684,4463814
6685,4076358
6686,2658861
6687,2514958
6688,3423211
6689,3420755
6690,4983164
6691,5837198
6692,4240701
6693,1538553
6694,1854841
6695,5903656
6696,1735039
6697,3964811
6698,4214214
6699,4100421
6700,2886078
6701,2491011
6702,4136518
6703,3867634
6704,3819228
6705,2409240
6706,1749360
6707,2509466
6708,4431129
6709,1399214
6710,3743620
6711,3690386
6712,4948382
6713,1541290
6714,4758314
6715,2753176
6716,4080186
6717,3278302
6718,4896977
6719,4757372
6720,3149398
6721,3442564
6722,5796937
6723,2130911
6724,4894063
6725,2664063
6726,1719413
6727,3412672
6728,5152570
6729,5738402
6730,1288719
6731,1072483
6732,1390452
6733,2236297
6734,5939747
6735,4089588
6736,1186034
6737,1010909
6738,2622142
6739,5447573
6740,2513320
6741,2884245
6742,2659111
6743,2665582
6744,3932764
6745,1392553
6746,5663994
6747,2689437
6748,4597961
6749,3548161
6750,2002418
6751,3544682
6752,1279369
6753,1920060
6754,5781501
6755,1754299
6756,2270657
6757,5079653
6758,2401795
6759,2399925
6760,5002154
6761,1345062
6762,2656642
6763,5741114
6764,5529260
6765,5419861
6766,5291441
6767,3052245
6768,2009249
6769,1740910
6770,4750759
6771,3313177
6772,4596732
6773,3937431
6774,5216427
6775,5244089
6776,3117717
6777,2102820
6778,2753313
6779,4524543
6780,4485336
6781,1234278
6782,3150114
6783,4334373
6784,1414091
6785,2363986
6786,3962236
6787,1393682
6788,1381740
6789,1486618
6790,1151404
6791,1574297
6792,5124978
6793,1555363
6794,3315187
6795,3151060
6796,4485857
6797,4873989
6798,5281893
6799,2459051
6800,3181073
6801,2297294
6802,1162445
6803,4105583
6804,5263629
6805,5944100
6806,1154135
6807,1105827
6808,2264295
6809,3971347
6810,3671437
6811,3701077
6812,4985354
6813,4896710
6814,1970964
6815,1528069
6816,5543900
6817,1918437
6818,2509861
6819,4098511
6820,2377497
6821,5644563
6822,3847660
6823,3836112
6824,1595755
6825,1453037
6826,1082659
6827,5147829
6828,3808698
6829,3029377
6830,3584776
6831,2014256
6832,2276299
6833,2527187
6834,1036615
6835,2232838
6836,1820501
6837,2499584
6838,4478589
6839,3179220
6840,1900743
6841,5661431
6842,2631457
6843,1905289
6844,4069442
6845,4594920
6846,3304818
6847,5507623
6848,4221815
6849,4227463
6850,1017978
6851,2903002
6852,3164084
6853,2767295
6854,1069142
6855,2392951
6856,1133850
6857,1734499
6858,1818805
6859,5904956
6860,3285520
6861,1230909
6862,2954979
6863,2278498
6864,1144322
6865,1445479
6866,1195394
6867,1322289
6868,2273873
6869,2887554
6870,1251213
6871,5681442
6872,2067753
6873,4880750
6874,2270670
6875,4873270
6876,4076604
6877,5252661
6878,2278699
6879,3676346
6880,3969249
6881,4366383
6882,4079691
6883,1839723
6884,1841291
6885,3867876
6886,3676300
6887,2362952
6888,1568324
6889,4229651
6890,1814092
6891,1279868
6892,3848049
6893,2922021
6894,4228179
6895,4724698
6896,1892732
6897,3821335
6898,2259611
6899,3905707
6900,3061134
6901,5134526
6902,1441823
6903,5255382
6904,5837099
6905,1975397
6906,4555963
6907,3290649
6908,2949956
6909,1541479
6910,5521966
6911,3414246
6912,2593206
6913,2266956
6914,5792405
6915,1158095
6916,4093761
6917,5522820
6918,1541781
6919,1115630
6920,2499337
6921,5914820
6922,2640478
6923,4610268
6924,3826681
6925,3429689
6926,2722085
6927,5607130
6928,5551128
6929,4590850
6930,1976434
6931,3977707
6932,1991502
6933,5669609
6934,3294914
6935,1049156
6936,5397699
6937,1980388
6938,4083371
6939,2392717
6940,2661831
6941,1400381
6942,3702069
6943,4887483
6944,4747292
6945,3954596
6946,1182314
6947,2463818
6948,1802750
6949,2523590
6950,2398553
6951,2271948
6952,5545121
6953,1964564
6954,1088792
6955,1018188
6956,5287927
6957,3712774
6958,4217196
6959,5740746
6960,5777821
6961,1140114
6962,2634766
6963,4605617
6964,5651388
6965,1222024
6966,4949493
6967,2005756
6968,3292516
6969,4456855
6970,3188504
6971,1286091
6972,5141816
6973,1279714
6974,2630153
6975,4919794
6976,3440062
6977,1710928
6978,1063519
6979,1453773
6980,2784491
6981,5941129
6982,5262200
6983,2782802
6984,3037701
6985,5769832
6986,2267566
6987,1263742
6988,4993876
6989,1446291
6990,4342987
6991,4363327
6992,2855043
6993,5272176
6994,1891363
6995,1156073
6996,5022471
6997,3382010
6998,5899283
6999,5636781
7000,4598941
7001,3184863
7002,5291408
7003,1456735
7004,5274095
7005,1571215
7006,3303496
7007,2011501
7008,1621019
7009,3437054
7010,1614263
7011,1997069
7012,3809392
7013,1571503
7014,3739645
7015,1284527
7016,4107120
7017,3573901
7018,2790108
7019,5393656
7020,4865474
7021,5128167
7022,3556786
7023,1961974
7024,2267382
7025,2397409
7026,4522547
7027,2638002
7028,1479724
7029,1797930
7030,4087789
7031,4232883
7032,5707261
7033,1900240
7034,1898228
7035,4337066
7036,1450030
7037,3044045
7038,3322557
7039,1385669
7040,5654223
7041,2658906
7042,1611223
7043,1611578
7044,5388467
7045,1866092
7046,5639452
7047,3216885
7048,1059925
7049,3978444
7050,2495073
7051,5127943
7052,5083363
7053,1154128
7054,1298423
7055,1093473
7056,1288217
7057,3147112
7058,1208934
7059,3155837
7060,1140159
7061,1190266
7062,1111177
7063,2899240
7064,5814772
7065,5933641
7066,1721881
7067,1127935
7068,2637521
7069,5664956
7070,4592254
7071,5409072
7072,4095376
7073,3676243
7074,1038271
7075,1053467
7076,1859439
7077,4369699
7078,1355963
7079,1478788
7080,3801416
7081,2895447
7082,4603538
7083,1738354
7084,1803918
7085,1174998
7086,2724974
7087,4392114
7088,1833422
7089,5536599
7090,3806812
7091,1822594
7092,4718875
7093,1061014
7094,1914872
7095,2128916
7096,1383519
7097,4368233
7098,1773889
7099,2165910
7100,1536959
7101,4877049
7102,4762254
7103,4754783
7104,4852187
7105,3156103
7106,2920571
7107,2169365
7108,5374243
7109,1912396
7110,4989809
7111,2929549
7112,5555186
7113,5401793
7114,1107876
7115,1869022
7116,1419616
7117,4197608
7118,5477560
7119,3558023
7120,5920981
7121,1190004
7122,1016754
7123,5807639
7124,1891712
7125,2518753
7126,5902593
7127,5268719
7128,1851523
7129,5539760
7130,1824226
7131,2005219
7132,1520079
7133,1887895
7134,1502187
7135,2106708
7136,1484909
7137,1185129
7138,4474917
7139,4883705
7140,5262856
7141,2538577
7142,3192717
7143,4996094
7144,4655302
7145,4226636
7146,1153908
7147,1569979
7148,2663839
7149,1463303
7150,5139791
7151,1457922
7152,3588312
7153,3554720
7154,4464598
7155,1569402
7156,1940785
7157,1881268
7158,3973947
7159,5391261
7160,2791173
7161,2406153
7162,3056660
7163,3120786
7164,3692077
7165,4075894
7166,1315664
7167,3871829
7168,2985461
7169,1377538
7170,1165805
7171,1489201
7172,1276512
7173,1712304
7174,2270536
7175,4078865
7176,3015275
7177,1573560
7178,2127271
7179,5289321
7180,1246442
7181,4214792
7182,1729129
7183,2377156
7184,3712676
7185,4473986
7186,4870740
7187,5398721
7188,2762274
7189,1240915
7190,5281127
7191,1157038
7192,1417436
7193,4558381
7194,1098944
7195,4890647
7196,5009678
7197,3686295
7198,2637173
7199,5401579
7200,5257268
7201,3506651
7202,3511807
7203,2801402
7204,1838824
7205,2202101
7206,1546002
7207,4748026
7208,5767790
7209,4066959
7210,1511916
7211,1972888
7212,1009073
7213,1769657
7214,1838340
7215,3288462
7216,4397476
7217,1703942
7218,1004024
7219,4955867
7220,5396152
7221,2127268
7222,1419229
7223,3146023
7224,2367114
7225,3942570
7226,1079192
7227,1965760
7228,1617847
7229,4873823
7230,3642656
7231,1456321
7232,2645164
7233,1803479
7234,1737638
7235,3317171
7236,5423662
7237,4110260
7238,1640448
7239,3297208
7240,4243897
7241,1024424
7242,4201745
7243,2650886
7244,1464863
7245,1933506
7246,5867167
7247,1246062
7248,1077337
7249,5803369
7250,4222353
7251,4872564
7252,4740053
7253,3418272
7254,1120174
7255,5607291
7256,1546670
7257,3250571
7258,5971354
7259,4921725
7260,1121501
7261,5509618
7262,1927780
7263,1481359
7264,5180520
7265,3739811
7266,1187720
7267,2527868
7268,5679391
7269,4464656
7270,3964001
7271,1114039
7272,1174312
7273,4480645
7274,4994119
7275,4502843
7276,1529057
7277,1469469
7278,5967368
7279,1277413
7280,1005995
7281,1156031
7282,4107042
7283,4098993
7284,5946018
7285,1396236
7286,5999400
7287,4985037
7288,4265805
7289,2465112
7290,1913779
7291,5514982
7292,1955709
7293,1602617
7294,2121924
7295,3965863
7296,4330008
7297,5265192
7298,2621735
7299,5382590
7300,5159446
7301,2277311
7302,1395825
7303,1342764
7304,5115486
7305,4752520
7306,1806924
7307,1967257
7308,4353331
7309,1305841
7310,1244859
7311,4983025
7312,2147327
7313,4980846
7314,5124961
7315,1148474
7316,1924894
7317,5397244
7318,4297511
7319,3442235
7320,4230708
7321,2365990
7322,3056774
7323,3416559
7324,4867878
7325,1412687
7326,1884330
7327,1109783
7328,1718280
7329,2636360
7330,5676494
7331,5020360
7332,1075641
7333,2528468
7334,5261381
7335,2100774
7336,1432469
7337,1949204
7338,3712118
7339,1196211
7340,4876459
7341,5387867
7342,3828937
7343,4874644
7344,1929263
7345,5257831
7346,5276285
7347,2540140
7348,5942633
7349,4616793
7350,4742875
7351,3448149
7352,5291553
7353,1868292
7354,3189922
7355,1948028
7356,1942140
7357,5269831
7358,2506085
7359,4818548
7360,2248821
7361,1392669
7362,3457410
7363,1352901
7364,2238929
7365,2117165
7366,3562249
7367,3843529
7368,5946167
7369,3945166
7370,2925346
7371,5416053
7372,4504501
7373,5916354
7374,2691127
7375,4349464
7376,3048219
7377,1461313
7378,1518344
7379,1500331
7380,5964545
7381,1977860
7382,2824781
7383,3312815
7384,1531873
7385,3019777
7386,4074841
7387,1541017
7388,1819357
7389,3740980
7390,3814901
7391,3714017
7392,1749107
7393,2377847
7394,4629349
7395,2238735
7396,2236726
7397,3972391
7398,4742693
7399,5342450
7400,4879029
7401,3817143
7402,2531843
7403,5151148
7404,1434903
7405,3029724
7406,3830808
7407,1521522
7408,1863170
7409,1094391
7410,1338069
7411,1113638
7412,3823233
7413,4165659
7414,1101881
7415,4599510
7416,4526845
7417,1612775
7418,5013834
7419,4893633
7420,3448447
7421,3015941
7422,3025401
7423,2391677
7424,1587251
7425,5137609
7426,5018448
7427,3422538
7428,3702537
7429,3042780
7430,3952118
7431,3844955
7432,3415836
7433,3950615
7434,3588402
7435,2900733
7436,3194017
7437,1330463
7438,3976016
7439,2397301
7440,5643970
7441,1500551
7442,2720897
7443,5814929
7444,4109607
7445,4628511
7446,5116255
7447,4529101
7448,1301905
7449,1986896
7450,4469265
7451,5124666
7452,4593181
7453,3248132
7454,5947613
7455,1600037
7456,2138046
7457,1592713
7458,5153599
7459,1493045
7460,4076740
7461,5472700
7462,3812558
7463,1215442
7464,5773898
7465,1616357
7466,1036510
7467,5541467
7468,1430366
7469,5389897
7470,4624227
7471,1605261
7472,1612045
7473,1425593
7474,3194451
7475,2520641
7476,2637742
7477,5658536
7478,4875609
7479,5770079
7480,4368037
7481,4375312
7482,2298998
7483,4741815
7484,4133934
7485,2903324
7486,2271833
7487,1754429
7488,2764803
7489,2388108
7490,5641219
7491,4610737
7492,2883597
7493,1958725
7494,5967920
7495,1555345
7496,1351222
7497,1358338
7498,3046889
7499,1517746
7500,2118627
7501,2917960
7502,1327980
7503,1199227
7504,1101133
7505,1622723
7506,1774212
7507,4081986
7508,1136340
7509,3700666
7510,3981800
7511,2230913
7512,1240512
7513,5738371
7514,2126254
7515,2559636
7516,2132001
7517,4719666
7518,2238477
7519,1955234
7520,1080083
7521,1083689
7522,3189240
7523,2248785
7524,4200568
7525,1882226
7526,2117370
7527,4484101
7528,4350613
7529,4371119
7530,1820847
7531,5385378
7532,4339633
7533,1267013
7534,4882663
7535,4867971
7536,2140087
7537,5506276
7538,2002130
7539,5003791
7540,3430416
7541,1233363
7542,2670697
7543,5550262
7544,1915756
7545,1729485
7546,3418314
7547,3814794
7548,5384180
7549,3409259
7550,4068179
7551,1880476
7552,5145275
7553,5965821
7554,1646617
7555,1772027
7556,4490185
7557,1865223
7558,5912229
7559,1088174
7560,2531448
7561,2242647
7562,1386447
7563,3545460
7564,3612164
7565,1749393
7566,2520070
7567,4227731
7568,1200416
7569,6003610
7570,3439429
7571,2098525
7572,2115534
7573,5642640
7574,1115285
7575,1197014
7576,5410440
7577,2662072
7578,2525801
7579,2658405
7580,5809932
7581,4742632
7582,5258559
7583,5806087
7584,3451220
7585,4267916
7586,1991395
7587,5648501
7588,4215608
7589,2527096
7590,5029922
7591,4078432
7592,5118893
7593,1400346
7594,3850949
7595,4748744
7596,3974981
7597,3683661
7598,5019707
7599,5901745
7600,2274674
7601,5406694
7602,3449983
7603,1009251
7604,3302853
7605,1188541
7606,2511168
7607,2409128
7608,3151617
7609,4499920
7610,3292719
7611,1847440
7612,5781815
7613,1396968
7614,1293176
7615,1422197
7616,3437494
7617,4882533
7618,1845958
7619,1108401
7620,5415100
7621,2391532
7622,3375809
7623,2234550
7624,5510253
7625,1975029
7626,4721803
7627,5656702
7628,1032862
7629,1961326
7630,2982569
7631,4618674
7632,1105338
7633,5907341
7634,2956628
7635,2496202
7636,1132504
7637,1304779
7638,1284026
7639,1005617
7640,4720470
7641,1298441
7642,1888553
7643,1551462
7644,4469840
7645,1444846
7646,1724043
7647,5346001
7648,4608118
7649,4235010
7650,1877273
7651,3678041
7652,2893784
7653,5915285
7654,4875521
7655,5676914
7656,4989198
7657,1827618
7658,4480658
7659,1427343
7660,4850186
7661,3836168
7662,5406685
7663,1057284
7664,2524586
7665,5787393
7666,4216257
7667,1737711
7668,1769563
7669,1979304
7670,2117055
7671,1593183
7672,2631760
7673,3567654
7674,1186116
7675,5914158
7676,2100813
7677,4429252
7678,4365650
7679,3540046
7680,5911793
7681,1989746
7682,3024866
7683,4503485
7684,4763434
7685,5908180
7686,5554724
7687,2007372
7688,5285065
7689,4733505
7690,4877888
7691,4467189
7692,5112329
7693,3451633
7694,3413190
7695,4482694
7696,2854326
7697,1488250
7698,4819826
7699,4104643
7700,4468937
7701,5477092
7702,2464676
7703,4001606
7704,2929995
7705,4739248
7706,4745732
7707,3956213
7708,5011283
7709,1604728
7710,2495806
7711,1954366
7712,4102101
7713,4735935
7714,2402102
7715,1320380
7716,1488948
7717,4492712
7718,5017404
7719,4751461
7720,1623368
7721,1583948
7722,1914439
7723,1742611
7724,2499196
7725,2033725
7726,4495896
7727,1299014
7728,1268919
7729,1275494
7730,5267818
7731,2375941
7732,5799500
7733,1726818
7734,3346298
7735,1207923
7736,5917188
7737,5640200
7738,5648334
7739,2402680
7740,5651754
7741,2503074
7742,1614810
7743,5253612
7744,1153986
7745,1323183
7746,5027932
7747,4616186
7748,3807878
7749,3686673
7750,1741665
7751,2790994
7752,5444546
7753,4595171
7754,5809059
7755,4746054
7756,1525687
7757,3323262
7758,1355057
7759,1836822
7760,1462761
7761,5783428
7762,2648003
7763,3450886
7764,1146469
7765,1034088
7766,2781965
7767,2592883
7768,3821311
7769,1351912
7770,5388472
7771,1600911
7772,2199122
7773,5646180
7774,1280249
7775,1249131
7776,3064780
7777,2986039
7778,1406261
7779,3942962
7780,4760167
7781,3824038
7782,5915334
7783,2128745
7784,3837590
7785,2504657
7786,2925708
7787,5921519
7788,1517127
7789,1607100
7790,4200744
7791,5571123
7792,4110225
7793,5244758
7794,1973672
7795,5525546
7796,5421604
7797,4364202
7798,1133608
7799,3281271
7800,5406436
7801,4102193
7802,1095286
7803,4996419
7804,1175700
7805,1817162
7806,2622107
7807,3086972
7808,3054412
7809,3445471
7810,1260067
7811,4613651
7812,4084768
7813,1533279
7814,1257594
7815,4107947
7816,1852469
7817,1937412
7818,1959917
7819,5549798
7820,1247887
7821,1752728
7822,1731977
7823,2909407
7824,5575189
7825,1706726
7826,1408854
7827,5048925
7828,4375601
7829,4887712
7830,5923684
7831,1321277
7832,4595918
7833,1904648
7834,5217474
7835,3933655
7836,3540258
7837,5571912
7838,1336235
7839,5260134
7840,3942427
7841,2163971
7842,3179073
7843,4241440
7844,5115026
7845,3563550
7846,5027706
7847,5134946
7848,1608024
7849,2256705
7850,3953563
7851,1095117
7852,4163681
7853,1379363
7854,2909152
7855,1524104
7856,3417997
7857,3586638
7858,1520639
7859,3296937
7860,2266581
7861,1006165
7862,4494136
7863,2254216
7864,4267306
7865,2819371
7866,5286621
7867,3907057
7868,4891271
7869,1135964
7870,2885246
7871,4980881
7872,5153696
7873,1752539
7874,3684759
7875,1968652
7876,1490923
7877,5009290
7878,4100504
7879,1402388
7880,4613380
7881,2127128
7882,2129708
7883,1831027
7884,3159921
7885,4987565
7886,4337475
7887,5919586
7888,3153157
7889,6002513
7890,5243739
7891,2923971
7892,3691787
7893,4880348
7894,3737832
7895,1222052
7896,5817407
7897,2514576
7898,1397002
7899,3444046
7900,1966252
7901,1817108
7902,1809331
7903,2764238
7904,3828306
7905,1836392
7906,1483645
7907,3419376
7908,4241734
7909,4063517
7910,3975519
7911,5029271
7912,5908696
7913,1039075
7914,1394118
7915,4365136
7916,2110315
7917,2000338
7918,1177187
7919,1346390
7920,2276429
